loan_amnt,installment,grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,pub_rec_bankruptcies,fico_average,term_ 60 months,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
4500,140.81,1,1,41700.0,0,1.58,0,0,4,0,1612,36.6,4,0.0,742.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8000,250.33,1,4,26000.0,0,14.35,0,2,15,0,9538,24.4,24,0.0,727.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2600,81.36,1,4,100000.0,0,7.63,0,0,4,0,17821,62.1,25,0.0,747.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,304.36,1,2,121200.0,0,15.64,0,0,8,0,7684,30.5,22,0.0,787.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
16600,417.75,4,11,79968.0,0,13.36,0,0,9,1,16012,61.6,19,1.0,692.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,276.34,1,6,84191.0,0,19.68,0,0,18,0,26350,44.3,50,0.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9600,334.06,3,11,84500.0,0,11.76,1,2,15,0,3795,26.4,29,0.0,672.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,769.57,2,9,92000.0,0,8.26,0,0,11,0,40274,49.4,32,0.0,742.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5375,180.31,2,3,23400.0,0,23.38,0,1,6,0,7117,61.4,11,0.0,697.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,289.94,1,5,72500.0,0,14.91,0,0,9,0,10290,22.7,23,0.0,757.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,323.53,2,11,140000.0,0,13.95,0,0,7,0,7459,32.9,15,0.0,747.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,225.58,2,7,96000.0,0,17.07,0,0,4,0,49855,93.4,20,0.0,727.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,336.86,2,1,30000.0,1,0.6,0,1,4,0,385,2.3,5,0.0,772.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
16000,359.32,2,3,96000.0,0,22.18,0,2,13,0,19962,40.7,45,0.0,767.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,104.83,1,9,36000.0,0,25.57,0,0,7,0,13007,58.3,23,0.0,722.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,316.24,3,5,78000.0,1,5.89,0,1,4,0,14936,86.3,6,0.0,682.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12800,400.52,1,5,77385.19,0,15.26,0,0,7,0,9046,34.0,23,0.0,742.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14825,451.21,1,3,72000.0,0,13.08,0,0,14,0,21503,40.3,30,0.0,757.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28600,790.88,6,11,60984.0,0,12.83,0,1,9,0,11831,51.9,15,0.0,667.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,298.23,1,1,65000.0,1,3.12,0,0,12,0,2105,7.2,21,0.0,762.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,301.99,4,8,140000.0,0,14.34,0,2,8,0,26216,90.7,35,0.0,692.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6425,195.55,1,6,113000.0,0,4.09,0,0,6,0,1512,6.7,28,0.0,827.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9375,310.09,2,2,30000.0,1,19.88,0,0,6,0,4849,71.3,11,0.0,702.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4150,104.44,4,5,33000.0,0,15.93,0,1,7,0,3647,70.1,7,0.0,667.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7500,228.27,1,11,55000.0,0,11.85,0,0,9,0,16638,25.8,38,0.0,752.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13225,297.0,2,11,120000.0,0,22.43,0,3,15,0,19232,42.9,40,0.0,757.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,466.67,1,5,65000.0,0,10.28,0,0,8,0,12989,19.7,27,0.0,762.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7875,256.52,2,5,55680.0,0,6.81,2,0,6,0,7897,77.4,17,0.0,702.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4050,126.0,1,11,75000.0,1,19.09,0,0,7,0,39025,64.8,28,0.0,727.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1500,45.66,1,7,60100.0,0,6.25,0,0,16,0,15298,16.5,28,0.0,752.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5500,177.24,2,11,72000.0,0,18.86,0,0,11,0,14928,64.3,23,0.0,697.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,580.05,2,11,180000.0,0,6.47,0,0,4,0,6575,31.3,16,0.0,727.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35000,1111.37,1,9,151000.0,0,5.75,0,0,13,0,11510,13.6,39,0.0,737.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,777.78,1,11,65800.0,0,12.15,0,0,5,0,23733,57.9,10,0.0,772.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,317.54,1,11,52000.0,0,16.2,0,0,9,0,9060,63.8,20,0.0,722.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,838.63,2,11,74000.0,0,16.15,0,0,16,0,20584,50.6,24,0.0,702.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4200,130.67,1,1,40000.0,0,5.07,0,2,11,0,7894,46.4,12,0.0,737.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,992.28,2,6,140000.0,0,19.79,0,0,12,0,25648,34.7,32,0.0,727.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23450,733.76,1,6,95000.0,0,13.47,0,1,9,0,24017,55.9,18,0.0,752.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,325.74,2,11,96000.0,0,4.79,0,2,12,1,377,3.3,28,1.0,727.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6500,157.93,3,3,35000.0,0,15.91,0,5,5,0,609,6.6,11,0.0,742.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26000,892.04,3,1,85000.0,0,22.79,1,0,9,0,19271,73.6,17,0.0,687.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7125,221.67,1,11,99600.0,0,27.02,0,0,16,0,55577,54.5,30,0.0,727.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3600,127.94,4,2,105000.0,0,13.45,0,1,8,0,51176,97.5,21,0.0,672.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5000,161.13,2,4,37000.0,0,11.45,0,0,8,0,5074,32.5,11,0.0,692.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12000,396.92,2,3,50000.0,0,8.11,0,0,7,0,12346,89.5,25,0.0,697.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,392.59,5,6,55824.0,0,10.06,0,0,11,0,13574,95.6,16,0.0,687.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,155.56,1,11,54080.0,0,4.15,0,0,8,1,941,2.0,21,0.0,742.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24000,750.97,1,4,153660.0,0,7.4,0,2,6,0,10695,42.1,24,0.0,762.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,944.71,6,11,120000.0,1,18.24,1,1,4,0,12966,86.4,23,0.0,707.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
11325,352.33,1,11,46700.0,0,7.35,0,1,10,0,12170,23.4,26,0.0,747.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13500,298.33,2,4,72000.0,0,21.82,0,0,4,0,0,0.0,20,0.0,747.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9150,278.49,1,5,122500.0,0,16.57,0,1,9,0,1406,8.8,40,0.0,797.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28000,876.13,1,9,250000.0,0,0.56,0,3,9,0,0,0.0,17,0.0,802.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22000,489.27,2,11,60000.0,0,26.55,0,1,10,0,14766,38.1,28,0.0,737.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,107.97,6,3,50000.0,1,4.39,0,2,4,0,5654,91.2,7,0.0,667.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16000,399.97,4,4,150000.0,0,13.13,0,2,7,0,21701,91.8,14,0.0,707.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,466.67,1,11,65000.0,0,26.68,0,0,14,0,18498,40.6,20,0.0,757.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5200,159.66,1,11,49536.0,0,9.08,0,2,6,0,10572,44.0,29,0.0,757.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,121.8,3,10,32000.0,0,5.85,1,1,10,0,1472,40.8,23,0.0,662.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4500,138.17,1,9,39000.0,0,10.09,0,0,8,0,1395,11.8,16,0.0,737.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,381.04,1,3,30000.0,1,19.7,0,0,9,0,10112,47.9,15,0.0,717.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24000,658.36,6,11,59000.0,1,11.69,0,0,10,0,19765,79.4,14,0.0,667.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7000,219.04,1,3,33000.0,0,17.64,0,0,16,0,7091,39.8,17,0.0,712.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35000,805.17,3,9,100000.0,0,2.05,0,2,5,0,6946,25.1,24,0.0,772.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,42.37,4,7,42000.0,0,13.49,1,0,4,0,3255,40.7,14,0.0,662.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12250,376.12,1,8,52833.0,0,23.87,0,1,20,0,28169,40.1,37,0.0,762.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,238.15,2,5,51800.0,0,11.77,1,0,10,0,12408,54.2,23,0.0,687.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,70.61,4,11,24000.0,0,12.15,0,1,7,0,4262,85.2,28,0.0,662.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24000,517.64,2,4,100000.0,0,14.39,0,0,13,0,38489,46.1,36,0.0,757.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,478.64,3,7,102000.0,0,12.76,0,6,6,0,7638,81.3,22,0.0,742.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,121.75,1,6,51000.0,0,17.53,0,0,7,0,51992,71.7,15,0.0,747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,242.75,1,6,40000.0,0,9.48,0,0,9,0,9595,18.5,21,0.0,772.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,334.16,2,11,90000.0,0,21.71,0,0,17,0,30190,64.1,42,0.0,682.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32000,877.82,6,11,93000.0,0,19.81,0,2,13,0,57417,30.7,35,0.0,672.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6500,197.84,1,8,72000.0,0,1.27,0,0,8,0,684,3.0,26,0.0,782.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8650,269.11,1,5,60000.0,0,11.14,0,0,7,0,1465,26.6,13,0.0,722.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000,345.08,3,1,50000.0,0,13.08,0,3,8,0,1250,9.0,19,0.0,727.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30000,728.91,3,6,139872.0,0,13.37,0,1,14,0,15537,40.7,32,0.0,727.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25000,782.26,1,4,67000.0,0,0.84,0,1,9,0,1521,2.8,11,0.0,777.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,243.49,1,5,30000.0,0,27.48,0,1,15,0,4505,7.8,38,0.0,777.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32400,1013.81,1,11,67920.0,0,11.27,0,0,7,0,30139,62.0,34,0.0,757.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,304.36,1,5,35000.0,0,13.3,0,0,15,0,10265,31.6,41,0.0,762.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13675,302.2,2,11,60000.0,0,24.22,0,0,12,0,24339,68.9,27,0.0,737.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21350,491.16,3,11,79000.0,0,13.64,0,2,5,0,15405,62.6,12,0.0,737.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23675,585.47,4,3,41000.0,0,14.25,0,1,14,0,18692,62.5,32,0.0,722.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,257.8,2,11,70000.0,0,6.15,0,0,5,0,7081,71.5,21,0.0,722.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9050,277.87,1,3,45000.0,0,6.05,0,1,11,0,286,0.8,22,0.0,772.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16000,536.72,2,11,200000.0,0,2.5,1,0,5,0,1735,3.18,17,0.0,702.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,668.31,2,8,120000.0,0,12.47,0,0,13,0,27053,82.7,35,0.0,692.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5300,177.79,2,1,105000.0,0,23.91,0,2,11,0,8836,94.0,35,0.0,697.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17325,453.44,5,3,37000.0,1,22.77,0,0,9,1,22724,96.7,15,1.0,692.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
13000,395.67,1,3,72100.0,0,16.06,0,0,12,0,2350,15.7,25,0.0,752.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26000,560.78,2,11,78000.0,0,7.95,0,0,6,0,20550,82.6,15,0.0,757.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8400,277.84,2,3,41000.0,0,18.06,0,2,10,0,11794,29.0,10,0.0,712.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25000,564.87,2,11,275000.0,0,3.83,0,0,13,0,34069,66.3,35,0.0,722.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,40.26,2,11,74000.0,0,8.06,0,3,5,1,1929,55.1,19,1.0,692.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20000,503.32,4,11,69300.0,1,12.8,0,2,11,1,16973,80.8,24,1.0,692.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14400,476.3,2,9,125000.0,1,8.57,1,2,9,0,23438,59.5,55,0.0,712.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,214.93,1,10,32340.0,0,3.75,0,0,5,0,7121,45.4,10,0.0,757.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,330.76,2,5,56500.0,0,21.54,0,0,12,0,8637,56.8,15,0.0,692.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7200,221.07,1,8,78000.0,0,11.02,0,1,16,0,7501,26.7,38,0.0,752.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8800,270.2,1,8,48000.0,0,22.55,0,3,7,0,1007,40.3,29,0.0,767.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,336.0,1,11,53000.0,0,24.41,0,1,6,0,501,3.7,19,0.0,767.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25500,912.58,4,3,75000.0,1,8.93,0,1,6,0,7736,75.1,13,0.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5600,190.02,3,6,34444.0,0,18.33,0,2,6,0,5033,67.1,14,0.0,692.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,241.46,3,7,58000.0,1,23.52,0,2,20,1,9005,53.9,57,1.0,677.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12500,407.17,2,6,31000.0,0,21.02,0,1,5,0,1365,42.7,8,0.0,727.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28200,725.95,5,11,88440.0,0,5.59,0,1,9,1,14186,53.5,19,1.0,702.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,273.92,1,5,190000.0,0,0.97,0,0,5,0,3194,11.0,13,0.0,787.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7500,165.74,2,4,18240.0,0,13.95,0,0,10,0,7777,25.4,13,0.0,742.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15000,331.48,2,6,195000.0,0,0.45,0,1,7,0,442,5.5,23,0.0,787.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13000,299.07,3,7,25800.0,0,10.19,0,0,6,0,7280,84.7,7,0.0,707.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000,33.94,3,5,75000.0,0,9.78,0,2,3,0,3090,68.7,13,0.0,702.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15000,456.54,1,10,182952.0,0,3.8,0,1,18,0,8364,8.1,31,0.0,777.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30000,677.85,2,6,150000.0,0,5.27,0,1,4,0,7562,37.8,13,0.0,772.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2500,83.87,2,5,12000.0,0,4.0,0,1,4,0,1404,23.0,6,0.0,717.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,176.79,2,11,113592.0,0,0.96,0,0,2,0,3036,17.2,11,0.0,792.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,368.45,1,2,80000.0,0,9.69,0,2,9,0,11069,26.4,24,0.0,752.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35000,773.44,2,11,90000.0,0,13.91,0,0,15,0,27803,40.2,41,0.0,757.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,254.44,2,5,58000.0,0,7.99,0,2,6,0,2647,12.0,18,0.0,777.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,786.01,2,11,89000.0,0,11.43,0,0,10,0,1376,12.8,21,0.0,737.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16000,418.76,5,11,70000.0,0,1.44,1,0,5,0,5833,55.0,31,0.0,672.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11300,368.08,2,10,52000.0,0,17.93,0,0,10,0,10693,50.0,25,0.0,707.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,134.18,2,2,26000.0,0,18.83,0,0,5,1,1813,69.7,6,1.0,672.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,467.23,5,11,90240.0,0,12.45,1,1,4,0,0,17.78,30,0.0,687.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,1243.85,4,4,395000.0,0,5.38,0,2,7,0,27133,84.0,18,0.0,702.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8400,277.84,2,8,48000.0,0,13.1,0,0,7,0,6041,47.2,15,0.0,687.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,167.73,2,5,24996.0,0,9.07,0,0,5,1,8934,97.1,8,0.0,697.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,306.36,4,11,140000.0,0,12.47,0,3,8,0,9944,50.7,32,0.0,672.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,156.36,2,11,72000.0,0,10.22,1,0,12,1,6382,49.1,35,1.0,687.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10500,326.67,1,9,48000.0,0,5.88,0,0,4,0,2113,42.3,13,0.0,767.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,165.38,2,4,111460.0,0,10.12,0,1,17,0,798,2.8,29,0.0,707.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,172.48,3,2,24000.0,1,12.05,1,1,5,1,6876,74.7,8,1.0,672.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6500,209.47,2,2,38400.0,0,17.25,1,1,9,0,2387,53.0,17,0.0,707.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000,729.49,5,9,105000.0,0,4.72,0,1,10,0,14216,66.7,15,0.0,662.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,686.18,3,4,201000.0,0,8.74,0,0,7,0,13628,90.3,18,0.0,687.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,219.04,1,4,65000.0,0,12.37,0,0,9,1,2524,30.8,18,1.0,722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13750,454.8,2,4,47500.0,0,11.77,0,1,9,0,6123,32.1,21,0.0,707.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,175.69,3,11,90000.0,0,13.29,1,1,5,0,1186,34.9,18,0.0,662.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,316.33,2,11,66841.0,0,14.34,0,1,13,0,8816,38.0,26,0.0,742.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,128.9,2,10,69000.0,0,18.7,0,2,9,0,4540,60.5,32,0.0,707.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,517.41,1,6,61147.0,0,6.3,0,1,6,0,751,8.9,14,0.0,782.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22400,369.42,5,10,50000.0,0,18.67,0,0,5,1,6430,64.9,8,0.0,697.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10625,248.72,3,7,167000.0,0,14.45,0,1,17,0,20361,73.0,52,0.0,712.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,365.23,1,6,36000.0,0,23.63,0,0,9,0,15434,42.5,22,0.0,752.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,329.37,3,5,24000.0,1,14.6,0,1,8,0,7671,77.9,12,0.0,682.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,386.7,2,6,33600.0,0,12.18,0,0,5,0,13097,50.4,9,0.0,717.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12000,368.45,1,7,55000.0,0,9.4,0,1,18,0,8877,19.7,50,0.0,762.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,62.59,1,4,61000.0,0,25.36,0,0,8,0,43526,89.6,26,0.0,727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18400,481.57,5,11,88800.0,0,22.53,0,2,14,0,10439,43.9,38,0.0,707.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,243.49,1,6,41000.0,0,7.84,0,0,8,0,27026,50.1,15,0.0,757.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,540.61,5,11,200000.0,0,10.59,0,0,12,0,38588,87.5,30,0.0,682.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9500,246.6,5,5,70000.0,0,7.71,0,2,4,0,4748,65.0,35,0.0,682.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000,913.57,3,2,78000.0,0,9.75,0,1,15,0,23802,86.6,29,0.0,697.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,153.52,1,11,58000.0,0,12.7,0,2,8,0,9249,51.4,16,0.0,767.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28000,603.92,2,11,75000.0,0,9.47,0,0,11,0,11,0.1,36,0.0,792.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
